VRM,MAKE,MODEL,AGE_GROUP,BODY_TYPE,FUEL_TYPE,TRANSMISSION_TYPE,COLOUR,PRICE,MILEAGE,RETAIL_DESIRABILITY_SCORE,PASSENGERS
DC21GWK,VOLKSWAGEN,TIGUAN,3-4 years old,suv,PETROL,semiAutomatic,GREY,24150,25602,0.7643419923,8
SM69OHP,CITROEN,C1,5-6 years old,hatchback,PETROL,manual,BEIGE,7600,37088,0.4396274266,5
SH23VHN,SUZUKI,S-CROSS,0-2 years old,suv,PETROL,manual,SILVER,15550,16839,0.4965663155,8
MC21SVZ,PEUGEOT,2008,3-4 years old,suv,PETROL,manual,WHITE,14800,25454,0.6867148172,8
LO71KJZ,VOLKSWAGEN,GOLF,3-4 years old,hatchback,PETROL,semiAutomatic,GREY,18700,64338,0.7630685448,5
AF69KOU,KIA,CEED,5-6 years old,hatchback,PETROL,manual,BLUE,10750,56236,0.3494989971,5
NJ19OVT,VAUXHALL,MOKKA X,5-6 years old,suv,PETROL,manual,GREY,8750,54954,0.7248686313,8
FD21XGU,MAZDA,MAZDA2,3-4 years old,hatchback,PETROL,manual,BLUE,11800,36335,0.6585305929,5
BU21FVJ,VOLVO,XC40,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,RED,20250,55598,0.7728790919,8
DP21YTN,VAUXHALL,ASTRA,3-4 years old,hatchback,PETROL,manual,RED,10950,42650,0.7635592589,5
BV20PZK,HYUNDAI,IONIQ,5-6 years old,hatchback,PETROLELECTRICHYBRID,automatic,SILVER,14900,39702,0.7123299632,5
LE18GDA,VOLKSWAGEN,T-ROC,5-6 years old,suv,PETROL,semiAutomatic,WHITE,16540,39005,0.5676815081,8
DE21LLG,VOLKSWAGEN,TIGUAN,3-4 years old,suv,PETROL,manual,BLUE,16050,46545,0.80042403,8
VK21XDU,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,BLUE,10790,11659,0.7692563879,5
CE20YLB,SUZUKI,IGNIS,5-6 years old,suv,PETROL,manual,ORANGE,9150,37936,0.8519522095,8
DL70YSK,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,ORANGE,10150,44909,0.6659106134,5
OV22YLL,JAGUAR,I-PACE,3-4 years old,suv,ELECTRIC,automatic,GREY,20900,49921,0.7460899293,8
ND22ACF,TOYOTA,C-HR,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLUE,16250,40795,0.8159571805,8
VO72XKX,FORD,FIESTA,0-2 years old,hatchback,PETROL,manual,BLACK,11100,30075,0.4641935568,5
LO22GVZ,AUDI,A3,3-4 years old,hatchback,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,14900,76181,0.7859101408,5
EJ69OTA,FIAT,500,5-6 years old,hatchback,PETROL,manual,RED,8450,27850,0.7296316775,5
YC19TMK,RENAULT,KADJAR,5-6 years old,suv,PETROL,manual,BLACK,11900,40103,0.6632452438,8
ML72TVW,RENAULT,CLIO,0-2 years old,hatchback,PETROL,manual,BLACK,15100,3110,0.6222864417,5
VN22WKV,VOLKSWAGEN,GOLF,3-4 years old,hatchback,PETROL,semiAutomatic,WHITE,21900,11619,0.7630685448,5
FH68HJZ,FIAT,500,5-6 years old,hatchback,PETROL,manual,RED,7800,35328,0.7296316775,5
LB70OLJ,CITROEN,C3,3-4 years old,hatchback,PETROL,manual,GREY,8650,52624,0.7690173945,5
BK18OZD,HONDA,JAZZ,7-8 years old,hatchback,PETROL,manual,ORANGE,11550,28004,0.2217158875,5
SG70LNW,RENAULT,KADJAR,3-4 years old,suv,PETROL,manual,BLUE,14500,13089,0.6632452438,8
MA22XJO,RENAULT,CLIO,3-4 years old,hatchback,PETROL,manual,BLACK,13150,30748,0.6222864417,5
DB21CVU,LAND ROVER,RANGE ROVER EVOQUE,3-4 years old,suv,DIESEL,automatic,GREY,25100,43752,0.4391350762,8
RE20LRO,VOLKSWAGEN,TOUAREG,5-6 years old,suv,DIESEL,semiAutomatic,WHITE,32020,45677,0.5317480852,8
DN20ZRD,VAUXHALL,CORSA,5-6 years old,hatchback,PETROL,manual,BLUE,9500,55297,0.525761707,5
AF74BUH,CITROEN,E-BERLINGO,0-2 years old,mpv,ELECTRIC,automatic,WHITE,18950,1871,0.2874135961,8
PF71AXP,PEUGEOT,208,3-4 years old,hatchback,PETROL,manual,GREY,12390,19079,0.5780245855,5
DA72TTF,VOLKSWAGEN,T-ROC,0-2 years old,suv,PETROL,semiAutomatic,SILVER,28650,18454,0.5059134774,8
YH19TUR,AUDI,A1,5-6 years old,hatchback,PETROL,semiAutomatic,BLUE,16500,44347,0.5706567384,5
MD21ETR,KIA,PICANTO,3-4 years old,hatchback,PETROL,manual,YELLOW,8850,17168,0.8981487244,5
SY20OYN,PEUGEOT,2008,5-6 years old,suv,PETROL,manual,GREY,13850,8471,0.6742005465,8
YY70WNW,VOLVO,XC40,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,RED,22280,35691,0.8771427518,8
DS67MKZ,NISSAN,QASHQAI,7-8 years old,suv,DIESEL,manual,BLACK,8900,73945,0.2663606799,8
MV68NSY,CITROEN,C3,5-6 years old,hatchback,PETROL,manual,WHITE,8500,26697,0.8247506681,5
BJ18OPZ,FORD,FIESTA,7-8 years old,hatchback,PETROL,manual,WHITE,10610,14245,0.6250171117,5
ML22TXT,MAZDA,MAZDA3,3-4 years old,hatchback,PETROL,manual,GREY,14350,26543,0.7664612576,5
LF19XYH,CITROEN,C3,5-6 years old,hatchback,PETROL,manual,GREY,9900,16507,0.732749123,5
HK67OHU,RENAULT,CAPTUR,7-8 years old,suv,PETROL,manual,BLUE,8740,32411,0.6259984688,8
NL21PVV,VOLVO,XC40,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,21400,45617,0.8771427518,8
RJ22GYH,AUDI,A5,3-4 years old,hatchback,PETROL,semiAutomatic,BLUE,25200,27748,0.5873227222,5
LV72KNH,DACIA,SANDERO STEPWAY,0-2 years old,hatchback,PETROL,manual,BLUE,12520,13864,0.6215781943,5
VU22YRO,PEUGEOT,3008,3-4 years old,suv,DIESEL,semiAutomatic,BLACK,15900,56079,0.6896916392,8
GF68VYJ,SKODA,KAROQ,5-6 years old,suv,PETROL,manual,SILVER,11400,52820,0.565492116,8
SG21YBJ,VOLKSWAGEN,UP!,3-4 years old,hatchback,PETROL,manual,BLACK,12000,6534,0.8195744907,5
MJ23AFN,RENAULT,MEGANE E-TECH,0-2 years old,hatchback,ELECTRIC,automatic,GREY,20900,12859,0.1234080716,5
YF21XFW,VOLKSWAGEN,T-CROSS,3-4 years old,suv,PETROL,manual,WHITE,14500,22604,0.8090760679,8
NU22EKL,FORD,ECOSPORT,3-4 years old,suv,PETROL,manual,WHITE,13900,20415,0.5868002265,8
DN71XUW,NISSAN,LEAF,3-4 years old,hatchback,ELECTRIC,automatic,GREY,10050,22542,0.6456046578,5
MM70OVN,KIA,SPORTAGE,3-4 years old,suv,DIESEL,manual,GREY,15250,25282,0.8806928511,8
DA21ZNZ,VOLKSWAGEN,TIGUAN,3-4 years old,suv,PETROL,semiAutomatic,WHITE,24200,26509,0.7643419923,8
DN71HRO,FORD,KUGA,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,automatic,GREY,19850,28982,0.7191159518,8
NJ21OWK,AUDI,Q2,3-4 years old,suv,PETROL,manual,GREY,18500,21529,0.4582865883,8
VF21ETD,HYUNDAI,I30,3-4 years old,hatchback,PETROL,manual,GREY,13050,18083,0.6329835738,5
LS23RGZ,VOLVO,XC40,0-2 years old,suv,ELECTRIC,automatic,SILVER,22600,21390,0.6036532707,8
NL20UHV,VOLKSWAGEN,POLO,5-6 years old,hatchback,PETROL,manual,GREY,13250,37607,0.7191443889,5
YN21JUO,FIAT,500,3-4 years old,hatchback,PETROL,manual,BLACK,9000,39689,0.788512705,5
GV68UHF,KIA,SPORTAGE,5-6 years old,suv,PETROL,manual,GREY,12600,57448,0.6034813803,8
KY72LUW,AUDI,A3,0-2 years old,hatchback,PETROL,manual,BLACK,20470,16980,0.7773953858,5
BG21HGX,SEAT,LEON,3-4 years old,hatchback,PETROLPLUGINELECTRICHYBRID,semiAutomatic,RED,15900,21277,0.7402780933,5
DA69KVP,SEAT,ARONA,5-6 years old,suv,DIESEL,semiAutomatic,BLUE,11900,38328,0.68526361,8
VO21ZVP,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,BLUE,12350,19488,0.5697411791,5
DL67KRK,RENAULT,KADJAR,7-8 years old,suv,DIESEL,manual,BLUE,9600,42605,0.5401616264,8
EX69XHB,FIAT,500,5-6 years old,hatchback,PETROL,manual,BLACK,9250,13894,0.7296316775,5
KR20XKD,SUZUKI,SWIFT,5-6 years old,hatchback,PETROL,manual,BLACK,10250,19169,0.7858621718,5
BL71ZYA,VOLVO,XC40,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,19890,55034,0.8771427518,8
NL22LVB,KIA,EV6,3-4 years old,suv,ELECTRIC,automatic,WHITE,20100,42010,0.6582979616,8
AD71DDF,BMW,IX3,3-4 years old,suv,ELECTRIC,automatic,BLACK,23900,73703,0.4604073707,8
DX24YMZ,SEAT,ATECA,0-2 years old,suv,PETROL,manual,WHITE,20950,8253,0.612215839,8
VN18UVB,LAND ROVER,RANGE ROVER SPORT,7-8 years old,suv,PETROL,semiAutomatic,BLACK,30770,34711,0.4087112809,8
GX69HPY,BMW,X2,5-6 years old,suv,PETROL,semiAutomatic,GREY,15050,71825,0.6436275435,8
PJ71VYG,VOLKSWAGEN,T-CROSS,3-4 years old,suv,PETROL,automatic,WHITE,17750,12185,0.5436547722,8
PF21WNT,BMW,X2,3-4 years old,suv,PETROL,semiAutomatic,BLUE,19300,25066,0.7427941655,8
RK71PUX,KIA,SPORTAGE,3-4 years old,suv,DIESEL,manual,RED,14500,38546,0.8806928511,8
DG20UVD,MG,MG3,5-6 years old,hatchback,PETROL,manual,RED,9690,14125,0.7982490024,5
OU69OKL,SUZUKI,SWIFT,5-6 years old,hatchback,PETROL,manual,SILVER,9150,40835,0.5540315719,5
ML21VND,PEUGEOT,3008,3-4 years old,suv,PETROL,semiAutomatic,GREY,16650,40745,0.5785007542,8
YK21XBT,LAND ROVER,RANGE ROVER EVOQUE,3-4 years old,suv,DIESEL,manual,RED,19010,34418,0.8512431646,8
VN72EYY,AUDI,Q5,0-2 years old,suv,PETROL,semiAutomatic,GREY,31350,26896,0.463400133,8
NA22MPO,NISSAN,LEAF,3-4 years old,hatchback,ELECTRIC,automatic,BLACK,10880,13471,0.7157433916,5
ML71DWW,FORD,FOCUS,3-4 years old,hatchback,DIESEL,manual,BLUE,12550,41945,0.8335944075,5
WF17XNZ,MERCEDES-BENZ,A-CLASS,7-8 years old,hatchback,DIESEL,manual,SILVER,12500,37891,0.6259033558,5
FL23NWB,MG,ZS,0-2 years old,suv,PETROL,manual,RED,14400,22479,0.5602442329,8
LP21KVK,PEUGEOT,E-208,3-4 years old,hatchback,ELECTRIC,automatic,RED,11600,30180,0.6425736106,5
HV67XZC,FORD,FIESTA,7-8 years old,hatchback,PETROL,manual,RED,8750,34563,0.7436463026,5
SD22KXF,NISSAN,QASHQAI,3-4 years old,suv,PETROL,manual,GREY,14500,42653,0.8094125198,8
DN22ZSR,TOYOTA,RAV4,0-2 years old,suv,PETROLELECTRICHYBRID,automatic,SILVER,22400,51598,0.8627539202,8
LB20FKV,JAGUAR,I-PACE,5-6 years old,suv,ELECTRIC,automatic,BLACK,18800,37359,0.6589271723,8
NA22JVL,PEUGEOT,3008,3-4 years old,suv,DIESEL,manual,BLUE,17100,28670,0.6928803204,8
GT13MOR,VOLKSWAGEN,POLO,5-6 years old,hatchback,PETROL,semiAutomatic,WHITE,15000,59810,0.8143117109,5
GJ68LCY,VAUXHALL,CORSA,5-6 years old,hatchback,PETROL,manual,GREY,8100,27056,0.7098073877,5
LO69WJK,VOLKSWAGEN,TIGUAN ALLSPACE,5-6 years old,suv,DIESEL,manual,GREY,20400,30925,0.6002011753,8
MA71VHH,PEUGEOT,E-208,3-4 years old,hatchback,ELECTRIC,automatic,YELLOW,9400,75995,0.6425736106,5
YT22DZP,KIA,XCEED,3-4 years old,hatchback,PETROL,manual,BRONZE,13840,46544,0.7382612584,5
NL22MDF,KIA,EV6,3-4 years old,suv,ELECTRIC,automatic,BLACK,17150,69219,0.6582979616,8
YT20TSZ,RENAULT,CAPTUR,5-6 years old,suv,PETROL,manual,SILVER,12150,20503,0.3767577822,8
VN22LZF,VOLKSWAGEN,GOLF,3-4 years old,hatchback,DIESEL,semiAutomatic,GREY,25900,28270,0.8416905094,5
YF22SOH,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,GREY,16250,21102,0.6503199879,5
LR22YGY,VOLKSWAGEN,ID.4,3-4 years old,suv,ELECTRIC,automatic,GREY,14750,58713,0.7671850243,8
WK22YMH,NISSAN,QASHQAI,3-4 years old,suv,PETROL,manual,BLUE,17900,14684,0.5936675252,8
LD70DTK,MG,ZS,3-4 years old,suv,PETROL,manual,ORANGE,11140,27432,0.6459010545,8
WD19JYE,VOLKSWAGEN,T-CROSS,5-6 years old,suv,PETROL,manual,WHITE,13250,62535,0.2432893401,8
RO21AOR,AUDI,A3,3-4 years old,hatchback,PETROL,manual,BLACK,17750,44333,0.7634919688,5
HN67DVR,RENAULT,CLIO,7-8 years old,hatchback,DIESEL,manual,BLACK,8500,43066,0.5738725323,5
YB67LCY,BMW,X4,7-8 years old,suv,DIESEL,semiAutomatic,SILVER,16850,79937,0.4140152466,8
RJ69AWF,MERCEDES-BENZ,GLA,5-6 years old,suv,PETROL,semiAutomatic,BLACK,16400,46031,0.8837837297,8
BK19YLD,MERCEDES-BENZ,SLC,5-6 years old,convertible,PETROL,semiAutomatic,BLACK,18750,31675,0.6862910526,4
VA71JWG,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,GREY,10550,25420,0.8135150837,5
YH68PWC,SKODA,CITIGO,5-6 years old,hatchback,PETROL,manual,BLUE,8150,26346,0.6582008507,5
LG21VFX,SUZUKI,SWIFT,3-4 years old,hatchback,PETROL,manual,BLUE,10150,44078,0.7216202494,5
MW21TTJ,VOLKSWAGEN,PASSAT,3-4 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,18000,39487,0.9241313152,7
P33EPH,VAUXHALL,GRANDLAND X,3-4 years old,suv,PETROL,manual,BLACK,14460,10724,0.6069233549,8
CY19VMP,FIAT,TIPO,5-6 years old,hatchback,PETROL,manual,WHITE,10150,21660,0.6359136424,5
CV22UWT,PEUGEOT,3008,3-4 years old,suv,DIESEL,manual,BLACK,16950,13654,0.7587908727,8
GL70LWO,FORD,FOCUS,3-4 years old,hatchback,PETROL,manual,RED,13100,37130,0.6426382533,5
NA22HZU,NISSAN,LEAF,3-4 years old,hatchback,ELECTRIC,automatic,BLACK,10100,21055,0.7157433916,5
SJ71KBV,DACIA,SANDERO STEPWAY,3-4 years old,hatchback,PETROL,manual,BLUE,11350,20399,0.5911685495,5
LV22VLC,VAUXHALL,CROSSLAND,3-4 years old,suv,PETROL,manual,ORANGE,13750,15481,0.4764991386,8
LS20PDV,KIA,E-NIRO,3-4 years old,suv,ELECTRIC,automatic,BLACK,14200,30048,0.6028467661,8
DU72SYJ,VAUXHALL,GRANDLAND,0-2 years old,suv,PETROL,manual,BLACK,16590,21716,0.3233134913,8
MW21YJG,KIA,SPORTAGE,3-4 years old,suv,PETROL,manual,RED,14000,47187,0.7557033912,8
GX71LGJ,BMW,X3,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,25900,52314,0.5753868408,8
ML22CZU,TOYOTA,RAV4,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLACK,28800,31340,0.4338758709,8
WP73HZH,VOLVO,XC40,0-2 years old,suv,PETROL,semiAutomatic,BLACK,29100,23682,0.4425016321,8
YS70KTF,AUDI,A3,3-4 years old,hatchback,PETROL,semiAutomatic,WHITE,19500,39539,0.8396040997,5
BJ74KVP,NISSAN,QASHQAI,0-2 years old,suv,PETROL,manual,SILVER,21400,8474,0.5245041939,8
WP69ZKE,AUDI,A3,5-6 years old,saloon,PETROL,semiAutomatic,BLACK,15000,46779,0.6176119875,5
WN22KGV,AUDI,A3,3-4 years old,hatchback,PETROL,manual,WHITE,17530,22648,0.8145324178,5
DA21RYV,VOLKSWAGEN,TIGUAN,3-4 years old,suv,PETROL,semiAutomatic,BLACK,22850,30632,0.7643419923,8
KJ18KKN,SEAT,ARONA,7-8 years old,suv,PETROL,manual,RED,11050,39669,0.6580263962,8
HX68ZNY,CITROEN,C3 AIRCROSS,5-6 years old,suv,PETROL,manual,GREY,8250,38876,0.5963969609,8
GK70KMM,SKODA,OCTAVIA,3-4 years old,estate,PETROL,manual,BLACK,16500,37997,0.3696789663,7
YC21LGN,KIA,PICANTO,3-4 years old,hatchback,PETROL,manual,WHITE,12400,29314,0.6868807253,5
LD21DRZ,CITROEN,C3,3-4 years old,hatchback,PETROL,manual,GREY,10900,20999,0.7580797784,5
MD21XXV,VOLKSWAGEN,TIGUAN,3-4 years old,suv,PETROL,semiAutomatic,BLACK,22900,37481,0.7643419923,8
YB19OPE,SKODA,CITIGO,5-6 years old,hatchback,PETROL,manual,WHITE,7950,30730,0.4749915886,5
CY18OUV,TOYOTA,AYGO,7-8 years old,hatchback,PETROL,semiAutomatic,PURPLE,11200,19479,0.6709380609,5
OY71KYH,SKODA,KAROQ,3-4 years old,suv,PETROL,automatic,BLUE,16450,57209,0.7017805531,8
YN18RMZ,NISSAN,MICRA,7-8 years old,hatchback,PETROL,manual,WHITE,8350,33942,0.642274767,5
YS68LTF,AUDI,A5,5-6 years old,coupe,DIESEL,semiAutomatic,WHITE,16100,52110,0.7880768423,4
SW17URO,AUDI,Q5,7-8 years old,suv,PETROL,semiAutomatic,SILVER,17400,66573,0.6217010803,8
BG22XSC,KIA,SPORTAGE,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,RED,22300,31586,0.8344546325,8
AE69MUU,JAGUAR,I-PACE,5-6 years old,suv,ELECTRIC,automatic,BLUE,13900,63626,0.6562114221,8
LM71ZLY,AUDI,Q2,3-4 years old,suv,PETROL,semiAutomatic,WHITE,21250,28505,0.5770986399,8
FT22BWV,NISSAN,LEAF,0-2 years old,hatchback,ELECTRIC,automatic,BLACK,9600,36482,0.4327252831,5
LD68FPU,VAUXHALL,CROSSLAND X,5-6 years old,suv,PETROL,semiAutomatic,WHITE,9300,55528,0.5048754907,8
YC22BTE,BMW,X1,3-4 years old,suv,DIESEL,semiAutomatic,ORANGE,21180,38870,0.8543611753,8
YJ22WSZ,FIAT,500E,3-4 years old,hatchback,ELECTRIC,automatic,WHITE,11650,14385,0.7940806141,5
YC22UOY,FORD,PUMA,3-4 years old,suv,PETROL,manual,WHITE,16300,19820,0.7128731303,8
MX73WKP,MAZDA,CX-30,0-2 years old,suv,PETROL,automatic,BLUE,22900,11959,0.4187904236,8
EF19KLJ,HYUNDAI,I10,5-6 years old,hatchback,PETROL,manual,RED,8500,27836,0.667006545,5
BT21VTJ,SEAT,MII,3-4 years old,hatchback,ELECTRIC,automatic,BLUE,9500,29516,0.710498316,5
RJ71XOU,AUDI,A3,3-4 years old,saloon,PETROL,semiAutomatic,BLUE,21000,21859,0.8197059527,5
SK70FJJ,SKODA,SUPERB,3-4 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,SILVER,14400,65406,0.8548276569,7
WR23LSC,NISSAN,JUKE,0-2 years old,suv,PETROL,manual,SILVER,11940,32834,0.6576663151,8
MJ22XDF,FORD,KUGA,3-4 years old,suv,PETROL,manual,GREY,16900,66396,0.7054369592,8
FD20SFX,VOLKSWAGEN,T-ROC,5-6 years old,suv,PETROL,semiAutomatic,BLUE,16900,30109,0.6792670533,8
ND22VKO,MINI,HATCHBACK,3-4 years old,hatchback,ELECTRIC,automatic,SILVER,11800,23707,0.9581766853,5
BL71JJY,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,BLACK,14900,32380,0.480142211,5
BV71OMJ,NISSAN,QASHQAI,3-4 years old,suv,PETROL,semiAutomatic,RED,19950,37940,0.531700793,8
DA68HKP,PEUGEOT,5008,5-6 years old,suv,PETROL,manual,WHITE,15700,54274,0.5695552724,8
RJ22SOE,VOLKSWAGEN,PASSAT,3-4 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,18050,44309,0.9241313152,7
HY70GHU,SEAT,ARONA,3-4 years old,suv,PETROL,manual,BLACK,11800,29385,0.7867568238,8
FP18VPR,FORD,FIESTA,7-8 years old,hatchback,PETROL,manual,GREY,8650,66181,0.7717193289,5
SV18ACP,AUDI,Q3,7-8 years old,suv,PETROL,semiAutomatic,RED,17320,53089,0.3541266432,8
CT21FOU,AUDI,A3,3-4 years old,hatchback,PETROL,manual,BLACK,14200,62543,0.8952300327,5
PO69XAC,LAND ROVER,DISCOVERY SPORT,5-6 years old,suv,DIESEL,automatic,BLACK,20050,48150,0.5845387543,8
LD72XEY,MG,HS,0-2 years old,suv,PETROLPLUGINELECTRICHYBRID,automatic,WHITE,15390,37557,0.7039011795,8
WE08ALE,VAUXHALL,MOKKA X,7-8 years old,suv,PETROL,semiAutomatic,BLUE,11000,36929,0.6231937251,8
GY20KKG,VOLKSWAGEN,TIGUAN,5-6 years old,suv,PETROL,semiAutomatic,GREY,20750,40976,0.5448946115,8
VK22LYY,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,BLUE,11280,13152,0.8135150837,5
WG21ZNB,VOLVO,XC60,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,26100,46904,0.6437409004,8
DA68CHH,AUDI,A3,5-6 years old,hatchback,PETROL,manual,WHITE,14150,41782,0.6000250087,5
EN19YFA,VOLKSWAGEN,POLO,5-6 years old,hatchback,PETROL,semiAutomatic,WHITE,15800,42514,0.8143117109,5
DE72JYU,KIA,NIRO EV,0-2 years old,suv,ELECTRIC,automatic,WHITE,22450,5476,0.4570004829,8
WM23EEF,NISSAN,JUKE,0-2 years old,suv,PETROL,manual,SILVER,11900,37647,0.6576663151,8
YY23ZBE,VOLVO,XC40,0-2 years old,suv,ELECTRIC,automatic,BLACK,25400,28810,0.4396102944,8
RO71VDM,AUDI,Q4 E-TRON,3-4 years old,suv,ELECTRIC,automatic,BLUE,17840,70264,0.6872657568,8
WN22UEP,FORD,PUMA,3-4 years old,suv,PETROL,semiAutomatic,GREY,18350,21190,0.5329472184,8
EF68TGE,CITROEN,C5 AIRCROSS,5-6 years old,suv,DIESEL,semiAutomatic,WHITE,12650,71633,0.605592792,8
AU18OUM,VAUXHALL,CORSA,7-8 years old,hatchback,PETROL,manual,WHITE,8380,39088,0.6488049094,5
RA70BKZ,LAND ROVER,DISCOVERY SPORT,3-4 years old,suv,DIESEL,automatic,RED,22690,60206,0.6501471311,8
VN22YMG,VOLKSWAGEN,GOLF,3-4 years old,hatchback,PETROL,manual,GREY,15890,20966,0.7393450786,5
FV72CCU,AUDI,A3,0-2 years old,hatchback,PETROL,manual,GREY,19410,28672,0.7773953858,5
RV71OMP,MERCEDES-BENZ,GLC,3-4 years old,suv,PETROL,semiAutomatic,BLACK,28900,43226,0.6898663968,8
VX18TVV,VOLVO,S90,7-8 years old,saloon,DIESEL,semiAutomatic,GREY,15400,61443,0.5742494321,5
DU66XSV,VAUXHALL,CORSA,7-8 years old,hatchback,PETROL,manual,GREY,8850,20024,0.4672340443,5
SG70WCJ,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,GREY,11250,26646,0.782442271,5
FV21VCN,PEUGEOT,E-2008,3-4 years old,suv,ELECTRIC,automatic,ORANGE,11700,40984,0.7751108846,8
KJ19CZH,FORD,ECOSPORT,5-6 years old,suv,PETROL,manual,BLUE,10950,17320,0.5868002265,8
CV69CEX,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,SILVER,11500,19162,0.7717193289,5
CX20MTF,TOYOTA,YARIS,5-6 years old,hatchback,PETROLELECTRICHYBRID,automatic,RED,13390,20475,0.544588077,5
DU69ZKG,VAUXHALL,CROSSLAND X,5-6 years old,suv,PETROL,manual,BLUE,10500,18732,0.7028270419,8
NJ21LSZ,AUDI,A3,3-4 years old,hatchback,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,18200,23574,0.7859101408,5
YB19LPF,NISSAN,QASHQAI,5-6 years old,suv,PETROL,manual,BLACK,13950,16930,0.6906523884,8
EO72WXZ,VAUXHALL,CROSSLAND,0-2 years old,suv,PETROL,manual,BLUE,13840,18542,0.4229474515,8
MJ22ZGT,HYUNDAI,KONA,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLACK,16900,24709,0.6718348637,8
EX70FAA,CITROEN,C3,3-4 years old,hatchback,PETROL,semiAutomatic,WHITE,11000,59499,0.7362557733,5
VK21CFL,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,BLUE,9900,51817,0.7807076729,5
NU71WRE,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,WHITE,14100,40092,0.480142211,5
WM70KUK,BMW,2 SERIES GRAN COUPE,3-4 years old,saloon,PETROL,semiAutomatic,BLUE,21500,17102,0.8931336541,5
DP22FVH,VAUXHALL,CORSA,0-2 years old,hatchback,PETROL,manual,ORANGE,10900,22422,0.7528453117,5
YM19LWZ,NISSAN,JUKE,5-6 years old,suv,PETROL,manual,WHITE,9800,47519,0.7880729981,8
GV19ARX,MERCEDES-BENZ,A-CLASS,5-6 years old,hatchback,PETROL,semiAutomatic,GREY,15900,48580,0.6031756605,5
AG19HJV,VOLKSWAGEN,T-ROC,5-6 years old,suv,PETROL,manual,WHITE,20050,22446,0.6476563005,8
YD67EVX,RENAULT,CLIO,7-8 years old,hatchback,PETROL,manual,BLUE,8300,39881,0.6457279516,5
LB73EWG,FORD,KUGA,0-2 years old,suv,PETROL,manual,BLUE,20400,15620,0.6192967167,8
NL69TRX,MINI,HATCHBACK,5-6 years old,hatchback,PETROL,manual,BLACK,14500,27542,0.6546826645,5
MF67VKG,BMW,2 SERIES,7-8 years old,coupe,PETROL,manual,BLACK,12050,43004,0.8613090664,4
SG18XXY,AUDI,Q2,7-8 years old,suv,PETROL,semiAutomatic,WHITE,16400,37126,0.7759086426,8
SP67VMY,RENAULT,CAPTUR,7-8 years old,suv,DIESEL,manual,BLUE,8300,47466,0.538946687,8
AU18WUC,RENAULT,GRAND SCENIC,7-8 years old,mpv,DIESEL,automatic,BLUE,14900,49716,0.5274199905,8
DY72XXS,TOYOTA,YARIS,0-2 years old,hatchback,PETROLELECTRICHYBRID,automatic,SILVER,15900,4232,0.6770300573,5
WM21YBT,VOLKSWAGEN,TOUAREG,3-4 years old,suv,PETROL,semiAutomatic,WHITE,38850,24117,0.6404648372,8
DS69PFE,VAUXHALL,CORSA,5-6 years old,hatchback,PETROL,manual,GREY,9800,41198,0.782442271,5
BG20XKC,BMW,1 SERIES,3-4 years old,hatchback,PETROL,semiAutomatic,BLACK,17500,42703,0.7969495724,5
WU23MDE,VOLKSWAGEN,ID.3,0-2 years old,hatchback,ELECTRIC,automatic,GREY,15850,11573,0.8690071182,5
BG21LZT,RENAULT,CAPTUR,3-4 years old,suv,PETROL,manual,RED,11600,40195,0.6089738521,8
BP71MTO,PEUGEOT,2008,3-4 years old,suv,PETROL,manual,BLUE,15500,31285,0.6867148172,8
LK72HPX,BMW,5 SERIES,0-2 years old,saloon,DIESEL,semiAutomatic,WHITE,29400,27586,0.317579875,5
